dwell_time,flight_time
0.0956563949584961,0.11300253868103027
0.08240175247192383,0.005064249038696289
0.08798742294311523,0.06288790702819824
0.07002377510070801,0.25699400901794434
0.06909823417663574,0.7149875164031982
0.08849382400512695,0.5469009876251221
0.06859970092773438,0.1319105625152588
0.06322503089904785,0.06281876564025879
0.08800268173217773,0.024953603744506836
0.07500314712524414,0.15699315071105957
0.08801412582397461,0.05002474784851074
0.07546114921569824,0.025510549545288086
0.07455015182495117,0.08823227882385254
0.05696272850036621,0.11907720565795898
0.11921048164367676,0.04374265670776367
0.07500386238098145,0.05699563026428223
0.0814361572265625,0.2010040283203125
0.07498049736022949,0.1705613136291504
0.08225250244140625,0.18776774406433105
0.06268858909606934,0.07512044906616211
0.06333661079406738,0.1946430206298828
0.06900644302368164,0.08221101760864258
0.07628536224365234,0.05596113204956055
0.06332993507385254,0.06282234191894531
0.06272220611572266,0.04967308044433594
0.05512094497680664,0.025867462158203125
0.09364795684814453,0.5915696620941162
0.137739896774292,0.17700552940368652
0.08196330070495605,0.06947827339172363
0.08806967735290527,0.03754067420959473
0.0627450942993164,0.025246858596801758
0.06907200813293457,0.13794302940368652
0.08800220489501953,0.2199537754058838
0.07479190826416016,0.23897051811218262
0.06861281394958496,0.08839225769042969
0.06365323066711426,0.1699998378753662
0.06422543525695801,0.22600054740905762
0.08812618255615234,0.050017595291137695
0.06889867782592773,0.05583834648132324
0.11226224899291992,0.08284616470336914
0.06328749656677246,0.15111660957336426
0.09468412399291992,0.05670428276062012
0.0808858871459961,0.07543754577636719
0.0690159797668457,0.20099329948425293
0.0690000057220459,0.1567685604095459
0.07482051849365234,0.1702413558959961
0.05705142021179199,0.15114784240722656
0.06999897956848145,0.19394803047180176
0.07587599754333496,0.0810234546661377
0.07610249519348145,0.07501912117004395
0.06301999092102051,0.0749826431274414
0.08806085586547852,0.03098320960998535
0.05195212364196777,0.00500941276550293
0.07482433319091797,0.2581441402435303
0.13861680030822754,0.11344599723815918
0.11998581886291504,0.06288695335388184
0.0937490463256836,0.0505216121673584
0.09399914741516113,0.03763556480407715
0.06299281120300293,0.14510321617126465
0.11872315406799316,0.17600131034851074
0.07596850395202637,0.2322828769683838
0.05600547790527344,0.0880129337310791
0.0813593864440918,0.013666152954101562
0.07629132270812988,0.18781566619873047
0.08815908432006836,0.037467241287231445
0.0619502067565918,0.044054269790649414
0.08236908912658691,0.08183622360229492
0.07537961006164551,0.12645697593688965
0.0998990535736084,0.06324052810668945
0.07506752014160156,0.0380091667175293
0.10096454620361328,0.17599892616271973
0.05112624168395996,0.1249396800994873
0.06905698776245117,0.16896533966064453
0.056005001068115234,0.07594704627990723
0.06897449493408203,0.22702360153198242
0.06263089179992676,0.09437751770019531
0.07614302635192871,0.04998922348022461
0.06198930740356445,0.08785653114318848
0.06309223175048828,0.05091094970703125
0.07600998878479004,0.012003183364868164
0.13168001174926758,0.2644338607788086
0.07596850395202637,0.5399031639099121
0.08759808540344238,0.025414466857910156
0.07569551467895508,0.08229184150695801
0.10107898712158203,0.09379434585571289
0.06310510635375977,0.01915740966796875
0.062311410903930664,0.1568772792816162
0.08818912506103516,0.2200624942779541
0.07493305206298828,0.22648978233337402
0.0689857006072998,0.10702729225158691
0.0806887149810791,0.0319979190826416
0.07482028007507324,0.23360967636108398
0.05700564384460449,0.29543089866638184
0.10001397132873535,0.07586503028869629
0.06897401809692383,0.0873250961303711
0.05599403381347656,0.1383051872253418
0.08158159255981445,0.06301689147949219
0.06910276412963867,0.06846785545349121
0.08873605728149414,0.11951589584350586
0.056325674057006836,0.1312720775604248
0.06922435760498047,0.16383814811706543
0.05704069137573242,0.1688988208770752
0.0506742000579834,0.2570984363555908
0.04360175132751465,0.11963224411010742
0.08082389831542969,0.08215570449829102
0.056999921798706055,0.07599663734436035
0.06901335716247559,0.05599546432495117
0.06255173683166504,0.0260012149810791
0.08176803588867188,0.4526069164276123
0.13178730010986328,0.15127015113830566
0.0938882827758789,0.08216643333435059
0.08320403099060059,0.04375648498535156
0.06920933723449707,0.0177762508392334
0.06902384757995605,0.15698790550231934
0.08858132362365723,0.21941661834716797
0.07645821571350098,0.11954522132873535
0.06310892105102539,0.08098173141479492
0.08845996856689453,0.011894702911376953
0.07024621963500977,0.18132567405700684
0.06889224052429199,0.025087594985961914
0.10101842880249023,0.10651588439941406
0.06296968460083008,0.03144717216491699
0.08100628852844238,0.08805394172668457
0.0760042667388916,0.1250460147857666
0.07002758979797363,0.07498693466186523
0.06348729133605957,0.08150863647460938
0.08742427825927734,0.13756108283996582
0.08198833465576172,0.3079831600189209
0.05814385414123535,0.21295404434204102
0.05666160583496094,0.09946131706237793
0.07621550559997559,0.7025940418243408
0.07502269744873047,0.08780741691589355
0.10008096694946289,0.0381925106048584
0.05670332908630371,0.11318039894104004
0.0699458122253418,0.04984331130981445
0.05108046531677246,0.01213526725769043
0.09398818016052246,0.6222085952758789
0.13245654106140137,0.13792037963867188
0.08175325393676758,0.10011458396911621
0.08798837661743164,0.038347721099853516
0.05678200721740723,0.04401397705078125
0.06924867630004883,0.14423131942749023
0.0820310115814209,0.23272418975830078
0.07004499435424805,0.17497801780700684
0.05621814727783203,0.11252379417419434
0.07615780830383301,0.21950531005859375
0.06293511390686035,0.2884995937347412
0.09398436546325684,0.06307816505432129
0.05588960647583008,0.0071141719818115234
0.08139514923095703,0.1016089916229248
0.07045102119445801,0.11956262588500977
0.08836889266967773,0.07401061058044434
0.08122014999389648,0.0258176326751709
0.08101344108581543,0.1445627212524414
0.06873226165771484,0.12025928497314453
0.0629727840423584,0.15702605247497559
0.06901836395263672,0.11311197280883789
0.05600690841674805,0.2639939785003662
0.05716872215270996,0.10696959495544434
0.06902217864990234,0.08173680305480957
0.06899476051330566,0.04997563362121582
0.08178114891052246,0.04421186447143555
0.06298947334289551,0.0060062408447265625
0.09918761253356934,0.3658158779144287
0.13187718391418457,0.12066245079040527
0.11259579658508301,0.08816814422607422
0.10099625587463379,0.025225162506103516
0.08100509643554688,0.10698723793029785
0.07504701614379883,0.1833820343017578
0.10080671310424805,0.23175883293151855
0.07044029235839844,0.16899633407592773
0.06354022026062012,0.12457966804504395
0.07597541809082031,0.17458891868591309
0.07651233673095703,0.18200039863586426
0.05633807182312012,0.22666287422180176
0.10725665092468262,0.09378457069396973
0.05103468894958496,0.18199944496154785
0.05767655372619629,0.09378504753112793
0.08799076080322266,0.08099365234375
0.09965753555297852,0.03200483322143555
0.07028698921203613,0.06310415267944336
0.0691370964050293,0.1249399185180664
0.0623929500579834,0.13238525390625
0.08081459999084473,0.15106987953186035
0.06868243217468262,0.07651448249816895
0.07026267051696777,0.25699806213378906
0.06272411346435547,0.09976696968078613
0.07587456703186035,0.0752408504486084
0.05077075958251953,0.05613899230957031
0.06858491897583008,0.03864455223083496
0.06295251846313477,0.01903557777404785
0.09551095962524414,0.35849642753601074
0.10689043998718262,0.14911246299743652
0.08800983428955078,0.018978118896484375
0.10730385780334473,0.03768467903137207
0.07002711296081543,0.05001378059387207
0.06187772750854492,0.1563587188720703
0.08078837394714355,0.20273089408874512
0.06286358833312988,0.17035436630249023
0.049970149993896484,0.09402108192443848
0.07599186897277832,0.01900506019592285
0.05599355697631836,0.17601752281188965
0.050359487533569336,0.006996631622314453
0.09467196464538574,0.09409451484680176
0.08795166015625,0.07484006881713867
0.06362223625183105,0.10016822814941406
0.10099649429321289,0.043241024017333984
0.0820760726928711,0.0498967170715332
0.06912064552307129,0.1322636604309082
0.06902098655700684,0.11861515045166016
0.051117897033691406,0.17628741264343262
0.07456517219543457,0.10659050941467285
0.07010221481323242,0.21331071853637695
0.07509922981262207,0.07484912872314453
0.06967401504516602,0.07009339332580566
0.06302547454833984,0.04329943656921387
0.0689849853515625,0.043962717056274414
0.055763959884643555,0.01304316520690918
0.08125066757202148,0.34684014320373535
0.1449737548828125,0.11311602592468262
0.08797526359558105,0.0690300464630127
0.08799242973327637,0.025006532669067383
0.07503890991210938,0.044742584228515625
0.06321477890014648,0.14399123191833496
0.10711359977722168,0.23900842666625977
0.06950163841247559,0.16990423202514648
0.05054759979248047,0.08150196075439453
0.08200955390930176,0.011431694030761719
0.07478594779968262,0.16998958587646484
0.06277704238891602,0.21999883651733398
0.09311270713806152,0.08281683921813965
0.06212139129638672,0.16403985023498535
0.0749962329864502,0.09505391120910645
0.05700278282165527,0.1390540599822998
0.10075163841247559,0.06822752952575684
0.09363865852355957,0.057303428649902344
0.07604146003723145,0.09406352043151855
0.06351113319396973,0.19359779357910156
0.06315827369689941,0.18183135986328125
0.08187556266784668,0.11298847198486328
0.056963205337524414,0.2320406436920166
0.0629875659942627,0.10001993179321289
0.07601809501647949,0.06899547576904297
0.06306171417236328,0.05043148994445801
0.06900787353515625,0.03748512268066406
0.06353163719177246,0.012918949127197266
0.10101437568664551,0.3885633945465088
0.1438131332397461,0.10775613784790039
0.0814661979675293,0.006548166275024414
0.101104736328125,0.05089139938354492
0.07652640342712402,0.05489087104797363
0.0566251277923584,0.16934895515441895
0.10099649429321289,0.232011079788208
0.06900644302368164,0.10699248313903809
0.06199502944946289,0.1259913444519043
0.08760976791381836,0.032241106033325195
0.08858013153076172,0.1821608543395996
0.04987144470214844,0.25829553604125977
0.08220911026000977,0.11878156661987305
0.06920170783996582,0.01882481575012207
0.07491803169250488,0.08204984664916992
0.045023441314697266,0.13795876502990723
0.09397292137145996,0.10004568099975586
0.08066749572753906,0.03252053260803223
0.08767056465148926,0.08811521530151367
0.04397773742675781,0.4780116081237793
0.08152961730957031,0.18846845626831055
0.06299114227294922,0.08201456069946289
0.06848454475402832,0.5085382461547852
0.06342506408691406,0.09398102760314941
0.09360408782958984,0.050585269927978516
0.0503084659576416,0.0688629150390625
0.07520222663879395,0.02632737159729004
0.06886148452758789,0.025035619735717773
0.11251711845397949,0.2642674446105957
0.11850452423095703,0.18348908424377441
0.06887555122375488,0.007054567337036133
0.09478139877319336,0.08200836181640625
0.05603170394897461,0.012284994125366211
0.057007789611816406,0.14496970176696777
0.08130383491516113,0.5146963596343994
0.05661487579345703,0.11313247680664062
0.06867671012878418,0.0635671615600586
0.08203625679016113,0.01896071434020996
0.07611846923828125,0.21300673484802246
0.049551963806152344,0.2704484462738037
0.08799958229064941,0.1260216236114502
0.0673975944519043,0.0010099411010742188
0.06940913200378418,0.08208680152893066
0.06830477714538574,0.10199832916259766
0.08098411560058594,0.08228898048400879
0.08033990859985352,0.3350059986114502
0.06900525093078613,0.10665774345397949
0.08223152160644531,0.1187601089477539
0.07601714134216309,0.13799190521240234
0.06347393989562988,0.02499985694885254
0.06906414031982422,0.2255096435546875
0.07053899765014648,0.11231064796447754
0.06900215148925781,0.06909966468811035
0.07635021209716797,0.05602455139160156
0.06893396377563477,0.04964327812194824
0.06884980201721191,0.013208627700805664
0.08152174949645996,0.2834513187408447
0.11945152282714844,0.10000395774841309
0.10098934173583984,0.08152627944946289
0.08824443817138672,0.030794382095336914
0.09357810020446777,0.013951301574707031
0.05641674995422363,0.15702247619628906
0.12602591514587402,0.25100135803222656
0.06900191307067871,0.17600512504577637
0.06315779685974121,0.06296682357788086
0.08211541175842285,0.02451324462890625
0.08853602409362793,0.1445465087890625
0.06328725814819336,0.2262403964996338
0.09998965263366699,0.08768773078918457
0.07499957084655762,0.007008790969848633
0.06837773323059082,0.07646059989929199
0.10090899467468262,0.0630040168762207
0.06311488151550293,0.055873870849609375
0.0810086727142334,0.0511016845703125
0.11398458480834961,0.11301898956298828
0.06900882720947266,1.1049847602844238
0.06298542022705078,0.24500370025634766
0.06939196586608887,0.07460856437683105
0.055762290954589844,0.2140064239501953
0.06921052932739258,0.10702037811279297
0.05699610710144043,0.08800673484802246
0.05011439323425293,0.06303191184997559
0.056884050369262695,0.049852609634399414
0.0629723072052002,0.031063318252563477
0.11263179779052734,0.26479291915893555
0.12614917755126953,0.16949701309204102
0.07497835159301758,0.013031244277954102
0.10016560554504395,0.045001983642578125
0.08090710639953613,0.037934303283691406
0.062043190002441406,0.157989501953125
0.1058506965637207,0.20195674896240234
0.06299972534179688,0.12015485763549805
0.06929588317871094,0.08773350715637207
0.0820162296295166,0.005955696105957031
0.06338787078857422,0.17604923248291016
0.05746173858642578,0.22005033493041992
0.1008000373840332,0.0804738998413086
0.0512537956237793,0.16827130317687988
0.06931781768798828,0.09397363662719727
0.14406037330627441,0.05709695816040039
0.11400961875915527,0.005504131317138672
0.05703282356262207,1.0549919605255127
0.10691595077514648,0.055976152420043945
0.09397244453430176,0.06910872459411621
0.08200955390930176,0.5530016422271729
0.10139632225036621,0.7969927787780762
0.06184792518615723,0.842029333114624
0.08102798461914062,0.19537043571472168
0.06896257400512695,0.07574200630187988
0.05678153038024902,0.22603583335876465
0.08231568336486816,0.11320781707763672
0.07472896575927734,0.04994797706604004
0.06299734115600586,0.17626118659973145
0.09399127960205078,0.5587363243103027
0.07503008842468262,0.11999917030334473
0.06271719932556152,0.02499079704284668
0.10746932029724121,0.3776867389678955
0.10652565956115723,0.19455671310424805
0.08115839958190918,0.006890058517456055
0.10103988647460938,0.0129852294921875
0.07489442825317383,0.02508544921875
0.05704641342163086,0.15093541145324707
0.08781170845031738,0.20098376274108887
0.06299996376037598,0.13234972953796387
0.07598495483398438,0.13689804077148438
0.10002589225769043,0.012969255447387695
0.06945157051086426,0.18796181678771973
0.06199073791503906,0.23897504806518555
0.10686516761779785,0.0760345458984375
0.07596015930175781,0.17003774642944336
0.10019063949584961,0.07546782493591309
0.07090377807617188,0.10612797737121582
0.13167405128479004,0.030301809310913086
0.09340715408325195,0.03255796432495117
0.10597610473632812,0.1700572967529297
0.056868791580200195,0.12613368034362793
0.07590341567993164,0.2879979610443115
0.08200430870056152,0.18809866905212402
0.05761075019836426,0.23782610893249512
0.08098340034484863,0.08156800270080566
0.10100483894348145,0.08200287818908691
0.057524681091308594,0.06848859786987305
0.06943130493164062,0.043984174728393555
0.06295967102050781,0.024603605270385742
0.08767223358154297,0.39633607864379883
0.12536048889160156,0.12642717361450195
0.1010737419128418,0.056235313415527344
0.0937647819519043,0.04417896270751953
0.0750265121459961,0.00699925422668457
0.06882905960083008,0.15693926811218262
0.08884215354919434,0.2142319679260254
0.06299304962158203,0.18114542961120605
0.07700252532958984,0.0750131607055664
0.08102202415466309,0.20199060440063477
0.06378626823425293,0.2691516876220703
0.0940546989440918,0.032001495361328125
0.06899809837341309,0.02501201629638672
0.09359312057495117,0.1011970043182373
0.08827972412109375,0.1388411521911621
0.11193966865539551,0.1517336368560791
0.09331774711608887,0.339677095413208
0.06299757957458496,0.3772165775299072
0.06902098655700684,0.7219767570495605
0.06908631324768066,0.15102171897888184
0.06898713111877441,0.06290006637573242
0.05662798881530762,0.2573893070220947
0.062497854232788086,0.8984882831573486
0.08227682113647461,0.18773937225341797
0.056024789810180664,0.26399755477905273
0.08194851875305176,0.07603836059570312
0.05700802803039551,0.15097641944885254
